clinical_trial	gender	ethnicity	brief_title	initial_data_release_version_number	program_name	latest_data_release_version	arm_name	lab_test_panel_count	assay_method_count	clinicaltrials_link	pubmed_id	age_range	planned_visit_total_count	arm_accession	minimum_age	has_lab_test	latest_data_release_date	gender_included	analyte_preferred_count	maximum_age	research_focus	contract_grant_external_id	latest_data_release_version_number	race	actual_enrollment	initial_data_release_date	brief_description	biosample_type	shared_subject_count	max_age	study_accession	contract_grant_name	study_pi	species	initial_data_release_version	condition_or_disease	has_assessment	assessment_panel_count	age_unit	assay_method	min_age	doi
N	Not Specified	Not Specified	Human plasmacytoid dendritic cells mount a distinct antiviral response to virus-infected cells	41.0	Human Immunology Project Consortium (HIPC) RFA-AI-15-041	DR42	All biobank samples CMV negative;All biobank samples CMV positive;All healthy blood donor samples		CyTOF (9);Flow Cytometry (665);RNA sequencing (84)		33811059	0.0-80.0	2	ARM5675;ARM5674;ARM5676	    .00	N	2022-01-24	Not Specified	B7 (114);B7-2 (93);BDCA1 (64);BDCA3 (126);Ccl26 (64);CCR5 (19);CCR7 (23);CD107a (83);CD11a (101);CD11b (11);CD11c (484);CD123 (619);CD14 (61);CD15 (50);CD16 (98);CD169 (52);CD172a (9);CD19 (59);CD20 (50);CD206 (9);CD207 (9);CD272 (9);CD274 (90);CD3 (146);CD38 (29);CD4 (9);CD40 (156);CD45RA (469);CD45RO (428);CD5 (12);CD56 (146);CD57 (87);CD69 (545);CD8 (9);CD83 (49);FASLG (87);HLADR (206);ICAM1 (90);IFNA (381);IFNA2 (9);IFNL1 (83);IL1B (9);IL2RA (83);IL6 (97);IL8 (9);IP-10 (28);MIP1A (9);MIP1B (77);SIGLEC-3 (9);TNFA (92);TRAIL (93)	  80.00	Immune Response	AI128949	42.0	Unknown;Other;Not Specified	85	2021-10-15	We studied the response of primary DCs to the prototypical persistent DNA virus, human cytomegalovirus (CMV). Recognition of live infected cells is a mechanism of virus detection by pDCs that elicits a unique antiviral immune response.	PBMC		80.0	SDY1773	Human Anti-Viral Immune Responses In Tissues And Circulation (Columbia)	Donna Farber: Columbia University	Homo sapiens	DR41	Cytomegaloviral Infection	N		Years	Flow Cytometry;RNA sequencing;CyTOF	0.0	10.21430/M3LQG9JFFS
N			Early non-neutralizing, afucosylated antibody responses are associated with COVID-19 severity	45.0	SeroNet	DR49	Pfizer BNT162b2 mRNA vaccine group;Stanford Favipiravir Cohort (Cohort 2);Mice (Group D);Mount Sinai cohort;Mice (Group C);Mice (Group E);Mice (Group B);Stanford Lambda cohort (Cohort 1);Mice (Group A)		ELISA (0);Flow Cytometry (0);Mass Spectrometry (0);Neutralizing Antibody Titer Assay (0)	https://clinicaltrials.gov/ct2/show/NCT04346628?cond=NCT04346628&draw=2&rank=1;https://clinicaltrials.gov/ct2/show/NCT04331899?cond=NCT04331899&draw=2&rank=1	35040666	18.0-98.0	11	ARM6659;ARM6657;ARM6658;ARM6652;ARM6653;ARM6654;ARM6655;ARM6651;ARM6656	  18.00	N	2023-08-25	Other		  98.00	Immune Response	U54CA260517	49.0		9	2022-09-02	To study the biology of afucosylated IgG immune complexes			98.0	SDY2038	Mechanisms and Duration of Immunity to SARS-CoV-2	Scott Boyd: Stanford University;Taia Wang: Stanford University;Mark Davis: Stanford University;Holden Maecker: Stanford University		DR45	COVID-19	N		Years	ELISA;Neutralizing Antibody Titer Assay;Flow Cytometry;Mass Spectrometry	18.0	10.21430/M3V1ZYUVBN
N	Female;Male	Not Specified	Age-related signs of immunosenescence correlate with 3 poor outcome of mRNA COVID-19 vaccination in older 4 adults	45.0	Non-NIH funding programs	DR45	Exposed Older adults;Exposed Younger adults;Vaccinated Younger adults;Vaccinated Middle-aged;Exposed Middle-aged;Vaccinated Older adults		Flow Cytometry (324)			22.0-90.0	1	ARM6381;ARM6378;ARM6379;ARM6377;ARM6380;ARM6382	  22.00	N	2022-09-02	Female, Male	CCR7 (324);CD14 (324);CD19 (324);CD3 (324);CD4 (324);CD45RA (324);CD57 (324);CD8 (324);CXCR5 (324);IFNG (324);IL2 (324);PD1 (324);TNFA (324)	  90.00	Vaccine Response	390874280	45.0	Unknown	115	2022-09-02	Analysis of the SARS-CoV-2 Spike-specific B and T cell responses in unexposed subjects of various ages, receiving two doses of the BNT162b2 mRNA vaccine and compared with those of age-matched subjects who experienced a mild or asymptomatic 53 SARS-CoV-2 infection.	PBMC		90.0	SDY1961	RESIST cluster of excellence	Giulietta Saletti: University of Veterinary Medicine, Hannover, Germany	Homo sapiens	DR45	COVID-19	N		Years	Flow Cytometry	22.0	10.21430/M3OY06EALQ
N	Male		Human TLR4/MD-2 knockin (KI) mice and comparison of TLR4 agonists ability to enhance innate immunity and development of adaptive immunity in mice	11.0	Immune Function and Biodefense in Children, Elderly, and Immunocompromised Populations	DR52.1	Human TLR4/MD-2 knockin mouse;TLR4/MD-2 knockout mouse;Human TLR4 knockin mouse;Wild type mouse;Human MD-2 knockin mouse		Flow Cytometry (83)				1	ARM1916;ARM1912;ARM1914;ARM1915;ARM1913		N	2024-07-25	Male	CD11b (83);CD11c (83);CD19 (83);CD3 (83);TNFA (83)		Immune Response	AI050023	52.1		5	2014-08-07	The study's aim is to generate human TLR and MD-2 knockin (KI) mice to assess host responses to infections with Y. pestis and to evaluate the safety and efficacy of purified/synthetic TLR4 ligand immunotherapeutics.	Other			SDY284	TLRs in Innate Immunity and the Induction of Adaptive Immunity in the Neonate and Infant	Christopher Wilson: University of Washington;Tobias Kollmann: University of Washington;Adeline Hajjar: University of Washington;Robert Ernst: University of Washington;Samuel Miller: University of Washington	Mus musculus	DR11	plague	N		Years	Flow Cytometry		10.21430/M30ZC7U5IW
N			Vaccine protection against the SARS-CoV-2 Omicron variant in macaques	45.0	SeroNet	DR49.2	Homologous vaccine regimen macaques;Heterologous boosting vaccine regimen macaques;Homologous boosting vaccine regimen macaques;sham vaccine regimen macaques		Chemiluminescent Assay (0);ELISA (0);Flow Cytometry (0);PCR (0);Pseudovirus Neutralization Assay (0);Virus Neutralization (0)		35427477	3.0-10.0	7	ARM6630;ARM6631;ARM6632;ARM6628;ARM6629	   3.00	N	2023-10-26	Other		  10.00	Vaccine Response	U01CA260476	49.2		5	2022-09-02	mRNA-based BNT162b2 vaccine and the adenovirus-vector-based Ad26.COV2.S vaccine provide robust protection against high-dose challenge with the SARS-CoV-2 Omicron variant in cynomolgus macaques.			10.0	SDY2033	Immunologic Signatures of SARS-CoV-2 Vaccination and Disease	Dan Barouch: Beth Israel Deaconess Medical Center;Mehul Suthar: Emory University		DR45	COVID-19	N		Years	Pseudovirus Neutralization Assay;Virus Neutralization;ELISA;Flow Cytometry;PCR;Chemiluminescent Assay	3.0	10.21430/M36QZ9VXR6
N	Not Specified		Modeling Pulmonary Immunity:  Evaluation of the Innate Immune Response to Pathogens 1) Francisella tularensis 2) Mycobacterium tuberculosis and 3) Influenza A virus in cynomolgus macaque	10.0	Modeling Immunity for Biodefense I	DR52.1	Influenza A Wisconsin;Influenza A H5-PR8;Rift Valley Fever virus MP12;Influenza A A/PR;Influenza A Fujian;Influenza A A/Mexico/4108/2009;HIV-1_VLP_ADA;Francisella Tularensis N/A;Uninfected PBS;Influenza A New Caledonia_M/A;Influenza A H1N1_A/CA/07;Influenza A Vietnam;Rift Valley Fever virus ZH501;Francisella Tularensis Live Vaccine Strain;Influenza A Shanghai-B;Influenza A Solomon Island;Influenza A A/PR-DelNS1;Influenza A H5-Indo;Influenza A A/Brisbane/59/2007;Francisella Tularensis Schu S4;Mycobacterium Tuberculosis Erdman;Influenza A New Caledonia;Influenza A A/WS/Mongolia/244/2005;Mycobacterium Tuberculosis H37Rv		Flow Cytometry (796);Luminex xMAP (46);Transcription profiling by array (258)		21789257		1	ARM1968;ARM1972;ARM1980;ARM1988;ARM1986;ARM1975;ARM1974;ARM1979;ARM1989;ARM1967;ARM1990;ARM1970;ARM1987;ARM1973;ARM1969;ARM1971;ARM1977;ARM1978;ARM1983;ARM1985;ARM1976;ARM1981;ARM1984;ARM1982	4	N	2024-07-25	Not Specified	IL12p40 (46);IL1B (42);IL6 (42);IL8 (42);MCP1 (6);TNFA (36)	4	Immune Response	HHSN266200500018C	52.1		24	2014-05-30	Alveolar macrophages from mice and macaques following infection with viral and bacterial pathogens were used to determine the similarities and differences to invading pulmonary pathogens	Bronchoalveolar Lavage Fluid			SDY286	University of Pittsburgh Center for Modeling Immunity for Biodefense	Penelope Morel: University of Pittsburgh	Macaca fascicularis	DR10	influenza;tularemia;tuberculosis	N		Years	Flow Cytometry;Luminex xMAP;Transcription profiling by array		10.21430/M3EAOXZB4O
N			Distinct patterns of SARS-CoV-2 BA.2.87.1 and JN.1 variants in immune evasion, antigenicity, and cell-cell fusion	54.0	SeroNet	DR54	Hamsters vaccinated with monovalent XBB.1.5 vaccine;BA.2.86-JN.1 Wave Patients;Bivalent health care workers		Chemiluminescent Assay (0);Flow Cytometry (0);Microscopy (0);Pseudovirus Neutralization Assay (0);Western Blot (0)		38591890	25.0-78.0	4	ARM10725;ARM10726;ARM10724	25	N	2024-12-12			78	Infection Response	U54CA260582	54.0			2024-12-12	To investigate the spike biology and immune escape of the emerging variants BA.2.87.1 and JN.1 with a focus on neutralization resistance, infectivity, antigenicity, cell-cell fusion, and spike processing.			78.0	SDY2897	Center for Serological Testing to Improve Outcomes from Pandemic COVID-19 (STOP-COVID)	Shan-lu Liu: The Ohio State University;Richard Gumina: The Ohio State University Medical Center;Daniel Jones: The Ohio State University Medical Center;Eugene Oltz: The Ohio State University Medical Center;Linda Saif: The Ohio State University		DR54	COVID-19	N		Years	Western Blot;Microscopy;Pseudovirus Neutralization Assay;Flow Cytometry;Chemiluminescent Assay	25.0	10.21430/M3RPFWUJK6
N	Not Specified	Not Specified	Study responses of Adult and neonatal APCs to TLR ligands	11.0	Immune Function and Biodefense in Children, Elderly, and Immunocompromised Populations	DR52.1	Adult human;Neonate human		Flow Cytometry (3596)				1	ARM1906;ARM1907	0.0027	N	2024-07-25	Not Specified	CD11c (232);CD123 (232);CD14 (232);IFNA (232);IL6 (232);TNFA (3596)		Immune Response	AI050023	52.1	Not Specified	80	2014-08-07	The overall goal of the study is to define comprehensively and in molecular and cellular detail, differences in recognition and response to microbes between adults and neonates and how these, in turn, contribute to differences in innate immunity and the induction of antigen-specific (adaptive) immunity.	PBMC;Whole blood			SDY281	TLRs in Innate Immunity and the Induction of Adaptive Immunity in the Neonate and Infant	Christopher Wilson: Department of Immunology;Tobias Kollmann: Department of Immunology;Adeline Hajjar: Department of Immunology;Robert Ernst: Department of Immunology;Samuel Miller: WWAMI Regional Center for Excellence in Biodefense (RCE);Joe Ward: UCLA Center for Vaccine Research;Roger Bumgarner: Center for Expression Arrays;Brent Wood: Medicine and Hematopathology Laboratories;Erika Douglass: Department of Immunology;Kiea Arispe: Department of Immunology;Patrick Sullivan: Department of Immunology;Tanya Eng Aquino: Department of Immunology	Homo sapiens	DR11	Aging	N		Years	Flow Cytometry		10.21430/M38S6PGG9Z
Y	Female;Male	Hispanic or Latino;Not Hispanic or Latino	Anti-TNF Agents in RA (ARA06)	22.0	Autoimmunity Centers of Excellence (ACE) AI-12-060, AI-12-059	DR22	Adalimumab Experimental;Etanercept Experimental	Chemistry Test (1256);Protein or Enzyme Type Measurement (240);Blood Cell Count with Differential (5802);Autoantibodies (702);Antibody Titers (296)	Flow Cytometry (540)	https://clinicaltrials.gov/ct2/show/NCT00837434	18937634	22.0-74.0	32	ARM3215;ARM3216	  22.00	Y	2017-06-16	Female, Male	B7-2 (53);CCR4 (164);CCR6 (164);CCR7 (164);CD10 (159);CD127 (119);CD19 (376);CD21 (217);CD23 (159);CD24 (376);CD27 (376);CD278 (164);CD3 (540);CD38 (376);CD4 (164);CD45RA (164);CD45RO (164);CD95 (217);CXCR3 (328);CXCR5 (164);IgD (376);IgG (53);IgM (159);IL2RA (164);Ki67 (53);PD1 (119)	  74.00	Autoimmune	AI078907	22.0	Unknown;Other;Black or African American;White;American Indian or Alaska Native	63	2017-06-16	The primary purpose of this study is to determine the effectiveness of two TNF inhibitors, etanercept and adalimumab, on memory B lymphocytes (B-cells) in the peripheral blood of participants with RA.	Whole blood		74.0	SDY824	Anti-TNF Agents in RA (ARA06)	Jennifer Anolik: University of Rochester School of Medicine	Homo sapiens	DR22	rheumatoid arthritis	Y	Health Assessment Questionnaire (9794);Global Assessments (690);Tender And Swollen Joint Assessment (690)	Years	Flow Cytometry	22.0	10.21430/M3LU5YSBYO
N	Female;Male		PPARG and microRNA-146 in mucosal immune responses to C. difficile	1.0	Modeling Immunity for Biodefense II	DR52.1	Unknown;Control;Case		Flow Cytometry (64);Other (96);Q-PCR (70)		23071818;23469071	0.14-1.4	10	ARM627;ARM626;ARM628	  53.00	N	2024-07-25	Female, Male		 512.00	Infection Response	HHSN272201000056C	52.1		98	2013-04-05	Clostridium difficile is typically a harmless anaerobic bacterium but recently it has re-emerged as a facultative pathogen that can cause nosocomial diarrhea, colitis and even death. Peroxisome proliferator-activated receptor (PPAR) gamma has been implicated in the prevention of inflammation in autoimmune and infectious diseases; however, its role in the immunoregulatory mechanisms modulating host responses to C. difficile remains largely unknown. To characterize the role of PPAR gamma in C. difficile-associated disease (CDAD), immunity and gut pathology, we used a mouse model of C. difficile infection in wild-type and T cell-specific PPAR gamma null mice. The loss of PPAR gamma in T cells increased disease activity and colonic inflammatory lesions following C. difficile infection. Colonic expression of IL-17 was upregulated and IL-10 downregulated in colons of T cell-specific PPAR gamma null mice. Also, both the loss of PPAR gamma in T cells and C. difficile infection favored Th17 responses in spleen and colonic lamina propria of mice with CDAD. MicroRNA (miRNA)-sequencing analysis and RT-PCR validation indicated that miR-146b was significantly overexpressed in colons of C. difficile-infected mice. We next developed a computational model that predicts the upregulation of miR-146b, downregulation of the PPAR gamma co-activator NCOA4, and PPAR gamma, leading to upregulation of IL-17. Treatment of C. difficile-infected mice with the PPAR gamma agonist pioglitazone ameliorated colitis and suppressed pro-inflammatory gene expression. In conclusion, our data indicates that miRNA-146b and PPAR gamma may be implicated in the regulation of Th17 responses and colitis in C. difficile-infected mice.	Colon;Other;Spleen		1.4	SDY100	Virginia Bioinformatics Institute Modeling Immunity for Biodefense Contract	Josep Bassaganya-Riera: NIMML;Raquel Hontecillas: NIMML	Mus musculus	DR1	Clostridium difficile colitis	N		Days	Q-PCR;Other;Flow Cytometry	0.14	10.21430/M3XUDZGCYI
Y	Male;Unknown;Female	Hispanic or Latino;Not Hispanic or Latino;Not Specified	A phase II randomized trial with autologous polyclonal expanded regulatory T cells in children with new onset type 1 diabetes	51.1	Other Programs	DR52	Placebo;CLBS03 Low Dose;CLBS03 High Dose		Flow Cytometry (511)	https://classic.clinicaltrials.gov/ct2/show/NCT02691247?term=NCT02691247&draw=2&rank=1	38718135	0.0-18.0	14	ARM9113;ARM9112;ARM9111	    .00	N	2024-06-27	Female, Male, Unknown	CCR7 (423);CD127 (511);CD14 (423);CD19 (423);CD27 (394);CD3 (511);CD38 (423);CD39 (29);CD4 (511);CD40 (394);CD45RA (423);CD56 (423);CD57 (394);CD8 (423);CXCR3 (394);HLADR (394);hTIGIT (423);IL2RA (511)	  18.00	Autoimmune	2-SRA-2017-463-S-B	52.0	Other;Black or African American;White;American Indian or Alaska Native;Not Specified	73	2024-04-25	CD4+CD25hiCD127lo/-FOXP3+ regulatory T cells (Tregs) play a key role in preventing autoimmunity. In autoimmune type 1 diabetes (T1D), adoptive transfer of autologous polyclonal Tregs has been shown to be safe in adults in Phase I clinical trials. We explored factors contributing to efficacy of autologous polyclonal expanded Tregs (expTregs) in a randomized Phase II multi-center, double-blind, clinical trial in 110 treated children and adolescents with new-onset T1D (Sanford/Lisata Therapeutics T-Rex Phase II trial) randomized 1:1:1 to high- (24*10^6 cells/kg) or low- (1*10^6 cells/kg) dose treatments or to matching placebo. Cytometry, bulk and single-cell RNA-sequencing were performed on selected expTregs and peripheral blood samples from participants. The single doses of expTregs were safe but did not prevent the decline in residual beta cell function over one year compared to placebo (P = 0.94 low dose, P = 0.21 high dose), regardless of age or baseline C-peptide. ExpTregs were highly activated and suppressive in vitro. A transient increase of activated memory Tregs was detectable one week after infusion in the high dose cohort suggesting effective transfer of expTregs. However, in vitro fold expansion of expTregs varied across participants even when accounting for age and lower fold expansion and its associated gene signature were linked with better C-peptide preservation regardless of Treg dose. These results suggest that a single dose of polyclonal expTregs does not alter progression in T1D; instead, Treg quality may be an important factor.	PBMC		18.0	SDY2594	Sanford Project T-Rex Study	alice long: BRI	Homo sapiens	DR51.1	autoimmune disease;type 1 diabetes mellitus	N		Years	Flow Cytometry	0.0	10.21430/M3O7O5SQZT
N	Not Specified		Cooperation between DCs and basophils in TH2 response to papain	7.0	Modeling Immunity for Biodefense I	DR52.1	Duke_Emory_Exp5_TLR4 KO-NACs;Duke_Emory_Exp5_TLR7 ko-NAC;Duke_Emory_Exp5_TLR6 KO;Duke_Emory_Exp5_TRIF ko papain;Duke_Emory_isotype;Duke_Emory_Exp5_ERK KO+NAC;Duke_Emory_Exp12_naive;Duke_Emory_Exp5_TLR7 ko;Duke_Emory_Exp5_WT_papain;Duke_Emory_Exp12_2h_to_3d;Duke_Emory_Exp5_JNK1 KO;Duke_Emory_Exp5_WT_papain_3x;Duke_Emory_Exp5_WT_papain_PBS;Duke_Emory_Exp5_MyD88-papain;Duke_Emory_Exp5_NOX2 KO_PBS;Duke_Emory_Exp5_MyD88 ko+LPS;Duke_Emory_Exp34_WT_naive;Duke_Emory_Exp5_JNK1 KO+NAC;Duke_Emory_Exp5_wt+LPS;Duke_Emory_Exp5_TLR3 KO;Duke_Emory_Exp21_PBS;Duke_Emory_Exp23_MAR1;Duke_Emory_Exp5_TLR4 KO;Duke_Emory_Exp5_wt+papain+NAC;Duke_Emory_Exp23_positive control;Duke_Emory_Exp5_NOX2 KO;Duke_Emory_Exp5_WT_polyIC_3x;Duke_Emory_Exp5_TRIF ko;Duke_Emory_Exp1_Mar1 antibody;Duke_Emory_Exp6_pDC depletion Ab_papain;Duke_Emory_Exp5_TRIF ko poly IC;Duke_Emory_Exp5_JNK1 KO_PBS;Duke_Emory_Exp6_pDC depletion Ab;Duke_Emory_Exp5_MyD88 ko+LPS+NAC;Duke_Emory_Exp5_NOX2 KO+NAC;Duke_Emory_Exp5_TLR3 KO-NAC;Duke_Emory_Exp11_DX5 beads purified LN cells;Duke_Emory_Exp5_WT_LPS_3x;Duke_Emory_Exp5_TLR2 KO-NAC;Duke_Emory_Exp5_wt+LPS+NAC;Duke_Emory_Exp21_isotype;Duke_Emory_Exp6_isotype control;Duke_Emory_Exp5_TRIF ko LPS;Duke_Emory_Exp5_MyD88-NACs-papain;Duke_Emory_Exp5_ERK KO;Duke_Emory_Exp1_isotype control;Duke_Emory_Exp21_MAR1;Duke_Emory_Exp5_JNK2 KO;Duke_Emory_Exp5_TLR9 ko;Duke_Emory_Exp5_JNK2 KO-NACs;Duke_Emory_Exp5_TLR6 ko-NAC;Duke_Emory_Exp5_TLR2 KO;Duke_Emory_Exp23_earcut;Duke_Emory_Exp6_no pDC depletion Ab;Duke_Emory_Exp5_TLR9 ko-NAC;Duke_Emory_anti-CD3;Duke_Emory_Exp35_WT_OVA_papain;Duke_Emory_Exp5_TIRAP ko;Duke_Emory_Exp23_naive		Flow Cytometry (211)		20495560		8	ARM1530;ARM1551;ARM1535;ARM1550;ARM1517;ARM1519;ARM1528;ARM1558;ARM1560;ARM1559;ARM1564;ARM1568;ARM1525;ARM1521;ARM1544;ARM1552;ARM1569;ARM1515;ARM1562;ARM1557;ARM1532;ARM1566;ARM1523;ARM1567;ARM1526;ARM1565;ARM1529;ARM1540;ARM1547;ARM1513;ARM1533;ARM1538;ARM1512;ARM1542;ARM1522;ARM1518;ARM1541;ARM1553;ARM1516;ARM1524;ARM1531;ARM1536;ARM1545;ARM1549;ARM1570;ARM1554;ARM1514;ARM1555;ARM1527;ARM1561;ARM1546;ARM1539;ARM1556;ARM1537;ARM1534;ARM1548;ARM1520;ARM1543;ARM1563		N	2024-07-25	Not Specified	CD11c (6);CD4 (199);CD45RA (6);CD8 (36);Cd8a (57);IL10 (24);IL13 (18);IL17 (6);IL4 (135)		Immune Response	HHSN266200500019C	52.1		211	2014-01-17	To investigate the contribution of dendritic cells and basophils to TH2 differentiation, induction with OVA and papain was used to investigate signalling in both in vivo and in vitro systems.	Lymph node;Spleen;Dendritic cell;PBMC;Basophils			SDY256	Multiscale Systems Immunology for Adjuvant Development	Thomas Kepler: Duke University	Mus musculus	DR7		N		Not Specified	Flow Cytometry		10.21430/M3GCSV0KAE
N	Unknown		Orchestration of CD4 T cell epitope preferences after multi-peptide immunization	4.0	NIAID Centers of Excellence for Influenza Research and Surveillance (CEIRS)	DR52.1	Foxp3DTR;Foxp3GFP;IFN-gKO;BALB/c;Thy1.1		ELISPOT (494);Flow Cytometry (64)		23772029	0.12-0.12	1	ARM913;ARM911;ARM909;ARM910;ARM912	   6.00	N	2024-07-25	Unknown	CD4 (46);ICAM1 (9);IL2 (872)	   6.00	Immune Response	HHSN266200700008C	52.1		283	2013-09-30	A detailed understanding of the molecular and cellular mechanisms that underlie epitope preferences in T cell priming is important for vaccines designed to elicit a broad T cell response. Protein vaccinations generally elicit CD4 T cell responses that are skewed toward a small fraction of epitopes, a phenomenon known as immunodominance. This characteristic of T cell responses, that limits the diversity of CD4 T cell recognition, is generally attributed to intracellular antigen processing. However, we recently discovered that immunodominance hierarchies persist even after vaccination with synthetic peptides. In this study, we probed the regulatory mechanisms that cause diminished CD4 T cell responses to subdominant peptides after such multi-peptide immunization in mice. We have found that the delivery of subdominant and dominant epitopes on separate dendritic cells rescues expansion of less favored CD4 T cells. Furthermore, through the use of genetic models and inhibitors, we have found that selective losses in CD4 T cell responses are mediated by an IFN-gamma-induced pathway, involving indoleamine 2,3-dioxygenase (IDO), and that regulatory T cell (Treg) activities may also regulate preferences in CD4 T cell specificity. We propose that after multi-peptide immunization, the expansion and differentiation of dominant T cells initiate complex regulatory events that determine the final peptide specificity of the elicited CD4 T cell response.	Dendritic cell;Cervical lymph nodes;T cell		0.12	SDY217	New York Influenza Center of Excellence	Andrea Sant: University of Rochester Medical Center	Mus musculus	DR4		N		Weeks	Flow Cytometry;ELISPOT	0.12	10.21430/M35YNXHF8K
N	Male;Female	Hispanic or Latino;Not Hispanic or Latino;Not Specified	Systems vaccinology of the BNT162b2 mRNA vaccine in humans	50.1	Human Immunology Project Consortium (HIPC) RFA-AI-20-079	DR50.1	BNT162b2		CyTOF (165);ELISA (164);Flow Cytometry (3920);Neutralizing Antibody Titer Assay (264);Olink assay (177);RNA sequencing (277)		34252919	19.0-79.0	10	ARM7080	  19.00	N	2024-01-25	Female, Male	CCR6 (3920);CCR7 (3920);CD11c (165);CD123 (165);CD127 (4085);CD14 (165);CD15 (165);CD154 (3920);CD16 (165);CD19 (165);CD20 (165);CD27 (165);CD3 (4085);CD34 (165);CD38 (165);CD4 (4085);CD45RA (4085);CD45RO (165);CD56 (165);CD57 (165);CD66b (165);CD69 (4085);CD8 (4085);CXCR3 (3920);CXCR5 (3920);GranB (165);HLADR (165);IFNG (3920);IgD (165);IgG (164);IL2 (3920);IL21 (3920);IL2RA (4085);IL4 (4085);Ki67 (165);Perforin (165);pSTAT1 (165);pSTAT3 (165);STAT5 (165);TNFA (3920)	  79.00	Vaccine Response	U19AI057266	50.1	White;Black or African American;American Indian or Alaska Native;Asian	56	2024-01-25	We used systems tools to analyze immune responses in 56 volunteers who received two doses of BNT162b2	Serum;PBMC;Plasma;Whole blood		79.0	SDY2189	VACCINE INDUCED IMMUNITY IN THE YOUNG AND AGED	Bali Pulendran: Stanford University;Prabhu Arunachalam: Stanford University	Homo sapiens	DR50.1	COVID-19	N		Years	RNA sequencing;CyTOF;Olink assay;ELISA;Neutralizing Antibody Titer Assay;Flow Cytometry	19.0	10.21430/M3I1AFHGHU
N			Bystander monocytic cells drive infection-independent NLRP3 inflammasome response to SARS-CoV-2	52.2	SeroNet	DR53	Human nasal epithelial cell (hNEC) cultures.;A549-ACE2 cells;Healthy donors;THP-1 cells;COVID-19 patients		Colorimetric Cell Viability Assay (0);ELISA (0);Flow Cytometry (0);Microscopy (0);PCR (0);Virus Plaque Assay (0)		39240187	51.0-78.0	2	ARM9864;ARM9866;ARM9868;ARM9867;ARM9865	51	N	2024-09-26			78	Infection Response	U54CA260492	53.0			2024-08-23	To evaluate the mechanism and consequences of inflammasome activation in monocytes of COVID-19 patients.			78.0	SDY2753	Johns Hopkins Excellence in Pathogenesis and Immunity Center for SARS-CoV-2 (JH-EPICS)	Andrew Karaba: Johns Hopkins Medical Institute;Andrea Cox: Johns Hopkins Medical Institute;Andrew Pekosz: Johns Hopkins University		DR52.2	COVID-19	N		Years	Colorimetric Cell Viability Assay;Microscopy;ELISA;Flow Cytometry;PCR;Virus Plaque Assay	51.0	10.21430/M37BXVEH52
